@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 2\nSize of the tree: 3\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

get-drink-set.arff,2,10,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,24,0,0,100,0,0,1,0.005952,0.02062,3.856797,7.4603,9.932385,0.21383,9.718555,0.413849,0.00891,0.40494,9.718555,0.40494,2312.576525,1,2,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.009,0,0,0,0,0,6635,36054,6701,100,54.166667,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,1,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,24,1,0,96,4,0,0.647887,0.042857,0.20051,28.215557,73.893143,10.061816,1074.106915,-1064.0451,0.402473,42.964277,-42.561804,6.279332,0.251173,1489.543455,0.5,1,0,0,1,23,0.5,1,1,0.5,0.666667,0.692219,0.75,0.54,0.96,0.46,0.54,0.04,0.961667,0.96,0.953759,0.692219,0.75,0.924867,0.822695,0.96,0.007,0.001,0.015625,0,15.625,0,6635,35905,6850,96,52,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,2,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,24,1,0,96,4,0,0.778761,0.04,0.2,26.33452,73.705358,10.061816,1074,-1063.938184,0.402473,42.96,-42.557527,6.386247,0.25545,1514.905204,1,2,0.043478,1,0.956522,22,0,0,0.666667,1,0.8,0.798549,0.978261,0.666667,0.96,0.003478,0.996522,0.04,0.973333,0.96,0.963556,0.798549,0.978261,0.970133,0.888889,0.96,0.009,0,0,0,0,0,6635,35905,6850,96,50,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,3,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,23,2,0,92,8,0,0.626866,0.08,0.25923,52.669039,95.533063,10.061816,1076.643856,-1066.582041,0.402473,43.065754,-42.663282,2.710679,0.108427,643.010123,1,2,0.086957,2,0.913043,21,0,0,0.5,1,0.666667,0.675664,0.956522,0.5,0.92,0.006957,0.993043,0.08,0.96,0.92,0.931515,0.675664,0.956522,0.955061,0.810606,0.92,0.007,0,0,0,0,0,6271,35905,6850,96,54,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
get-drink-set.arff,3,4,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,25,0,0,100,0,0,1,0.005714,0.020203,3.762074,7.445365,10.061816,0.21383,9.847985,0.402473,0.008553,0.393919,9.847985,0.393919,2336.076787,1,2,0,0,1,23,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.047,0,0,0,0,0,6635,35905,6850,100,54,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,5,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,25,0,0,100,0,0,1,0.005714,0.020203,3.762074,7.445365,10.061816,0.21383,9.847985,0.402473,0.008553,0.393919,9.847985,0.393919,2336.076787,1,2,0,0,1,23,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.009,0,0,0,0,0,6635,35905,6850,100,54,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,6,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,24,0,0,100,0,0,1,0.002778,0.013608,1.799839,4.923547,9.932385,0.099536,9.832849,0.413849,0.004147,0.409702,9.832849,0.409702,2339.773503,1,2,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.01,0,0,0,0,0,6635,36054,6701,100,52.083333,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,7,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,24,0,0,100,0,0,1,0.005952,0.02062,3.856797,7.4603,9.932385,0.21383,9.718555,0.413849,0.00891,0.40494,9.718555,0.40494,2312.576525,1,2,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.009,0,0,0,0,0,6635,36054,6701,100,54.166667,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,8,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,24,0,0,100,0,0,1,0.005952,0.02062,3.856797,7.4603,9.932385,0.21383,9.718555,0.413849,0.00891,0.40494,9.718555,0.40494,2312.576525,1,2,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.011,0,0,0,0,0,6635,36054,6701,100,54.166667,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
get-drink-set.arff,3,9,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,23,1,0,95.833333,4.166667,0,0.777778,0.044444,0.168874,28.797417,61.099613,9.932385,2.743392,7.188993,0.413849,0.114308,0.299541,6.151402,0.256308,1463.755608,1,2,0.045455,1,0.954545,21,0,0,0.666667,1,0.8,0.797724,0.988636,0.833333,0.958333,0.003788,0.996212,0.041667,0.972222,0.958333,0.962016,0.797724,0.988636,0.9843,0.888372,0.958333,0.006,0,0,0,0,0,6271,36054,6701,100,56.25,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
get-drink-set.arff,3,10,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,221,24,24,0,0,100,0,0,1,0,0,0,0,9.932385,0,9.932385,0.413849,0,0.413849,9.932385,0.413849,2363.458492,1,2,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.009,0,0,0,0,0,6635,36054,6701,100,50,'Number of leaves: 6\nSize of the tree: 11\n',11,6,6
go-to-bed-set.arff,1,1,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,25,0,0,100,0,0,1,0.028014,0.075626,14.343056,23.224408,13.317266,1.139529,12.177736,0.532691,0.045581,0.487109,12.177736,0.487109,2612.500931,1,3,0,0,1,22,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.008,0,0,0,0,0,6271,35905,6850,100,56,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
go-to-bed-set.arff,1,2,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,23,2,0,92,8,0,0.468085,0.072222,0.186236,36.977245,57.192126,13.317266,3.634326,9.682939,0.532691,0.145373,0.387318,8.238037,0.329521,1767.31368,0.333333,1,0,0,1,22,0.666667,2,1,0.333333,0.5,0.552771,0.984848,0.833333,0.92,0.586667,0.413333,0.08,0.926667,0.92,0.901739,0.552771,0.984848,0.976667,0.728261,0.92,0.005,0,0,0,0,0,5907,35905,6850,100,58,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
go-to-bed-set.arff,1,3,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,24,1,0,96,4,0,0.778761,0.057538,0.156,29.459028,47.906814,13.317266,2.747813,10.569453,0.532691,0.109913,0.422778,10.569453,0.422778,2267.474383,0.666667,2,0,0,1,22,0.333333,1,1,0.666667,0.8,0.798549,1,1,0.96,0.293333,0.706667,0.04,0.961739,0.96,0.956444,0.798549,1,1,0.888889,0.96,0.007,0,0,0,0,0,5907,35905,6850,100,56,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
go-to-bed-set.arff,1,4,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,24,1,0,96,4,0,0.778761,0.041348,0.138031,21.169624,42.38865,13.317266,2.139529,11.177736,0.532691,0.085581,0.447109,11.177736,0.447109,2397.970015,0.666667,2,0,0,1,22,0.333333,1,1,0.666667,0.8,0.798549,1,1,0.96,0.293333,0.706667,0.04,0.961739,0.96,0.956444,0.798549,1,1,0.888889,0.96,0.004,0,0,0,0,0,5907,35905,6850,100,56,'Number of leaves: 4\nSize of the tree: 7\n',7,4,4
go-to-bed-set.arff,1,5,weka.classifiers.trees.J48,'-C 0.75 -M 2',-217733168393644444,20210202.0944,220,25,20,5,0,80,20,0,0.193548,0.176058,0.369898,105.406709,135.832941,10.170906,1082.976027,-1072.80512,0.406836,43.319041,-42.912205,-5.972391,-0.238896,-1243.430071,0.5,1,0.173913,4,0.826087,19,0.5,1,0.2,0.5,0.285714,0.221163,0.467391,0.14,0.8,0.473913,0.526087,0.2,0.89,0.8,0.83588,0.221163,0.467391,0.8624,0.584718,0.8,0.008,0,0,0,0,0,6271,35905,6850,96,60,'Number of leaves: 5\nSize of the tree: 9\n',9,5,5
